Wall time,Step,Value
1683086347.4252005,1000,1.5087718963623047
1683086350.9614527,2000,1.703125
1683086354.911066,3000,1.610169529914856
1683086358.4158792,4000,1.7777777910232544
1683086362.9835684,5000,1.64130437374115
1683086366.084657,6000,2.066666603088379
1683086370.743663,7000,1.9897959232330322
1683086374.137244,8000,2.52439022064209
1683086378.467895,9000,3.0373830795288086
1683086382.285472,10000,3.7672414779663086
1683086385.948377,11000,3.722222328186035
1683086389.3497808,12000,4.780952453613281
1683086393.316801,13000,4.95192289352417
1683086396.6137278,14000,5.55555534362793
1683086400.8437698,15000,5.4273505210876465
1683086404.6049223,16000,4.8522725105285645
1683086408.9321647,17000,4.894309043884277
1683086412.0196426,18000,6.360000133514404
1683086415.9667952,19000,6.009008884429932
1683086418.986681,20000,6.980197906494141
1683086423.5203536,21000,6.183206081390381
1683086426.7153952,22000,7.651785850524902
1683086430.8085673,23000,8.553718566894531
1683086433.6092367,24000,8.84615421295166
1683086437.8774576,25000,7.525862216949463
1683086441.1605103,26000,7.5
1683086443.5884662,27000,8.839506149291992
1683086448.270573,28000,6.448529243469238
1683086451.2817554,29000,7.950980186462402
1683086455.716546,30000,7.677165508270264
1683086458.5435975,31000,7.804347991943359
1683086462.3585215,32000,8.018348693847656
1683086466.864483,33000,7.401639461517334
1683086470.5356102,34000,6.205882549285889
1683086474.025309,35000,8.467212677001953
1683086477.4123118,36000,9.125
1683086481.2296865,37000,7.929133892059326
1683086484.3414996,38000,6.594936847686768
1683086487.9266038,39000,6.660714149475098
1683086491.8085833,40000,7.333333492279053
1683086496.079605,41000,8.809917449951172
1683086500.1365662,42000,10.617647171020508
1683086503.7499676,43000,9.038095474243164
1683086507.650982,44000,7.989899158477783
1683086511.5405595,45000,7.055046081542969
1683086515.8974013,46000,5.34782600402832
1683086520.1185431,47000,8.261682510375977
1683086524.6057622,48000,9.377193450927734
1683086528.1546857,49000,7.293103218078613
1683086531.5536082,50000,8.44444465637207
1683086535.4466808,51000,9.453781127929688
1683086539.040011,52000,10.929203987121582
1683086541.9958386,53000,7.722222328186035
1683086545.2751524,54000,8.2421875
1683086549.451322,55000,9.692307472229004
1683086553.3866796,56000,9.199999809265137
1683086556.9930677,57000,6.360000133514404
1683086560.2678297,58000,7.294117450714111
1683086563.7536736,59000,11.106383323669434
1683086567.9556763,60000,7.70992374420166
1683086572.0461762,61000,8.119266510009766
1683086576.054187,62000,9.934579849243164
1683086580.4246209,63000,9.234233856201172
1683086584.6122918,64000,6.258620738983154
1683086588.789456,65000,9.441441535949707
1683086591.882153,66000,10.430000305175781
1683086596.2522993,67000,8.94444465637207
1683086600.0789967,68000,8.189474105834961
1683086604.757769,69000,9.037313461303711
1683086608.029882,70000,9.647058486938477
1683086611.7639995,71000,11.205607414245605
1683086614.6999419,72000,10.51456356048584
1683086619.3718987,73000,8.61805534362793
1683086621.894538,74000,8.839506149291992
1683086626.5427291,75000,9.058823585510254
1683086630.7560186,76000,8.756522178649902
1683086636.0685349,77000,8.992125511169434
1683086639.6299655,78000,8.714285850524902
1683086643.2249134,79000,7.681818008422852
1683086646.9649842,80000,7.877358436584473
1683086650.228743,81000,9.495145797729492
1683086654.497771,82000,7.3761467933654785
1683086659.012026,83000,7.4140625
1683086663.4608803,84000,10.088709831237793
1683086667.1328812,85000,10.563218116760254
1683086671.0348015,86000,9.428571701049805
1683086674.1418324,87000,9.382352828979492
1683086678.936979,88000,9.434426307678223
1683086683.2556643,89000,8.86734676361084
1683086688.6542408,90000,9.974575996398926
1683086692.4354713,91000,9.97580623626709
1683086696.8992512,92000,8.727272987365723
1683086699.491761,93000,8.921052932739258
1683086704.601301,94000,10.695945739746094
1683086707.6032372,95000,10.728972434997559
1683086711.2682703,96000,9.625
1683086714.9428294,97000,9.2164945602417
1683086718.329195,98000,10.699999809265137
1683086723.2153664,99000,7.420634746551514
1683086727.7596424,100000,8.227272987365723
1683086730.7760155,101000,11.399999618530273
1683086735.2665913,102000,10.937007904052734
1683086739.294083,103000,7.886178970336914
1683086743.0842674,104000,8.508620262145996
1683086746.3371713,105000,9.75
1683086749.6421738,106000,9.44247817993164
1683086754.8039699,107000,7.360902309417725
1683086757.5446873,108000,10.066666603088379
1683086761.4649897,109000,10.616666793823242
1683086764.629846,110000,11.101851463317871
1683086769.5388353,111000,8.458333015441895
1683086773.0721493,112000,9.452991485595703
1683086776.981119,113000,10.405172348022461
1683086779.5335958,114000,9.180850982666016
1683086784.5911233,115000,8.222972869873047
1683086787.8150485,116000,8.764044761657715
1683086792.6539671,117000,8.488188743591309
1683086795.8714433,118000,8.010309219360352
1683086800.928144,119000,10.710144996643066
1683086803.750218,120000,11.865168571472168
1683086808.0555303,121000,9.887324333190918
1683086811.6941833,122000,10.178217887878418
1683086814.9609382,123000,11.68595027923584
1683086819.2567248,124000,8.075471878051758
1683086822.0426683,125000,8.140000343322754
1683086826.1087515,126000,11.032258033752441
1683086829.6613796,127000,10.919354438781738
1683086833.273664,128000,10.157407760620117
1683086836.299877,129000,10.266666412353516
1683086840.305537,130000,9.800000190734863
1683086843.8080049,131000,11.141666412353516
1683086847.8470037,132000,10.710280418395996
1683086850.2190328,133000,8.527472496032715
1683086854.2731228,134000,7.495999813079834
1683086857.4418995,135000,9.922480583190918
1683086862.138577,136000,11.617647171020508
1683086865.9215653,137000,10.5
1683086869.1363242,138000,9.189188957214355
1683086872.3885388,139000,12.804878234863281
1683086876.658794,140000,13.496183395385742
1683086879.1907158,141000,9.136841773986816
1683086883.334188,142000,8.335766792297363
1683086886.846637,143000,10.323809623718262
1683086891.19581,144000,11.875
1683086893.6414378,145000,8.202381134033203
1683086897.997157,146000,8.590164184570312
1683086902.1388307,147000,10.0
1683086905.0653458,148000,13.639639854431152
1683086910.4552336,149000,12.145161628723145
1683086913.379344,150000,9.627272605895996
1683086917.2883189,151000,10.929133415222168
1683086920.0075805,152000,14.890000343322754
1683086924.7811441,153000,10.161290168762207
1683086928.0834937,154000,6.56779670715332
1683086931.9046261,155000,7.680327892303467
1683086935.2453814,156000,10.894737243652344
1683086940.4342752,157000,11.7734375
1683086944.03857,158000,9.409090995788574
1683086946.9501693,159000,9.917647361755371
1683086950.6873455,160000,10.894366264343262
1683086954.3049154,161000,11.819047927856445
1683086958.168524,162000,10.147887229919434
1683086961.2743409,163000,10.428571701049805
1683086964.8430765,164000,9.288135528564453
1683086970.3943052,165000,9.87313461303711
1683086973.8393881,166000,10.7380952835083
1683086976.6441014,167000,8.035714149475098
1683086980.1867795,168000,8.481751441955566
1683086984.510633,169000,10.252032279968262
1683086987.4227085,170000,10.819047927856445
1683086991.4559176,171000,11.76691722869873
