Wall time,Step,Value
1683706440.8387005,138000,-0.05123164877295494
1683706454.34237,139000,-0.1099325492978096
1683706467.1265006,140000,-0.10097283124923706
1683706479.7876961,141000,0.03351844102144241
1683706489.759575,142000,0.020639514550566673
1683706502.3348432,143000,-0.009182470850646496
1683706513.0139532,144000,0.03950827196240425
1683706525.9905088,145000,-0.06947936862707138
1683706537.0769334,146000,0.04182549566030502
1683706548.7055762,147000,-0.01644623838365078
1683706561.0379035,148000,-0.024899490177631378
1683706572.4916854,149000,0.012867824174463749
1683706585.7325559,150000,-0.08705013245344162
1683706597.0107105,151000,-0.10606546700000763
1683706608.9501247,152000,0.10545573383569717
1683706619.6742823,153000,-0.0017675383714959025
1683706631.4816287,154000,0.011905924417078495
1683706644.4032521,155000,0.006534480024129152
1683706656.3144443,156000,0.012934491038322449
1683706668.159104,157000,0.1259586215019226
1683706679.583437,158000,0.05239556357264519
1683706690.50171,159000,0.1482405811548233
1683706702.1774704,160000,0.42911219596862793
1683706716.4004102,161000,1.083256721496582
1683706736.5601223,162000,3.9449615478515625
1683706752.9683173,163000,15.626581192016602
1683706763.643438,164000,15.713665008544922
1683706774.1759822,165000,16.261608123779297
1683706784.600721,166000,16.539566040039062
1683706798.5994895,167000,15.531288146972656
1683706815.1392357,168000,15.61262035369873
1683706830.5336127,169000,16.306015014648438
1683706842.20666,170000,16.45555305480957
1683706853.177246,171000,16.603843688964844
1683706865.7084408,172000,16.819650650024414
1683706882.199615,173000,16.46632194519043
1683706897.0291955,174000,16.4622859954834
1683706908.459526,175000,16.461204528808594
1683706920.2095587,176000,16.51728630065918
1683706935.1814754,177000,16.291257858276367
1683706947.024694,178000,16.020824432373047
1683706964.0836446,179000,16.535724639892578
1683706978.2063823,180000,16.601280212402344
1683706990.1175392,181000,17.002981185913086
1683707002.945009,182000,15.548384666442871
1683707016.6533954,183000,16.307371139526367
1683707032.0308986,184000,16.816463470458984
1683707047.5789266,185000,16.509151458740234
1683707061.7803512,186000,16.668289184570312
1683707072.9665742,187000,16.870346069335938
1683707084.7266476,188000,17.00087547302246
1683707099.6234574,189000,16.57102394104004
1683707114.044332,190000,16.604394912719727
1683707128.317209,191000,16.895736694335938
1683707141.582306,192000,16.82223892211914
1683707154.04305,193000,16.75615119934082
1683707167.0004833,194000,16.610687255859375
1683707180.776405,195000,16.38924217224121
1683707196.909774,196000,16.490083694458008
1683707210.9423966,197000,16.087270736694336
1683707221.5646935,198000,16.828014373779297
1683707236.2679803,199000,17.002016067504883
1683707249.8004901,200000,16.64898109436035
1683707264.0687711,201000,17.2525634765625
1683707279.0637298,202000,17.19447135925293
1683707291.0642555,203000,16.588802337646484
1683707304.5127435,204000,17.2860164642334
1683707317.1008499,205000,16.873445510864258
1683707332.0586627,206000,16.672117233276367
1683707346.9682298,207000,15.969171524047852
1683707360.2864854,208000,16.758014678955078
1683707371.1523685,209000,17.434598922729492
1683707386.410539,210000,16.73262596130371
1683707402.8163736,211000,16.223915100097656
1683707415.0144346,212000,17.210351943969727
1683707428.6539667,213000,16.835468292236328
1683707443.1818583,214000,16.985946655273438
1683707455.6278095,215000,16.622371673583984
1683707469.0944421,216000,17.22429656982422
1683707484.244228,217000,16.894866943359375
1683707499.8307211,218000,17.074867248535156
1683707512.4355235,219000,17.558837890625
1683707526.1226542,220000,16.951549530029297
1683707540.9785736,221000,16.951377868652344
1683707555.3825629,222000,17.62455177307129
1683707567.3166597,223000,17.013216018676758
1683707581.2271209,224000,16.89264678955078
1683707594.1121213,225000,17.141664505004883
1683707606.6376238,226000,16.768617630004883
1683707622.3122945,227000,17.01547622680664
1683707634.4424198,228000,16.832134246826172
1683707646.9555829,229000,17.128171920776367
1683707662.3210967,230000,17.673301696777344
1683707673.679448,231000,17.18973731994629
1683707686.9739692,232000,17.610794067382812
1683707700.8636408,233000,16.605554580688477
1683707716.520176,234000,14.907478332519531
1683707727.6171148,235000,14.046030044555664
1683707736.6785161,236000,11.791337966918945
1683707744.9172704,237000,8.883635520935059
1683707755.7959175,238000,4.6674628257751465
1683707767.94285,239000,1.9410227537155151
1683707780.2744515,240000,0.07041783630847931
1683707793.1643555,241000,0.0700012817978859
1683707802.1797335,242000,0.049625325947999954
1683707813.8584855,243000,0.11589276045560837
1683707825.8517785,244000,0.09288004785776138
1683707837.894415,245000,-0.002429357962682843
1683707848.6089106,246000,0.0970689207315445
1683707860.8928366,247000,0.16046638786792755
1683707872.4587078,248000,0.030508460476994514
1683707885.0139155,249000,0.06385833770036697
1683707894.6878977,250000,0.1236376240849495
1683707908.6043105,251000,0.05929196998476982
1683707918.5207803,252000,0.07798631489276886
1683707929.6021035,253000,0.17392973601818085
1683707942.551583,254000,0.21564030647277832
1683707954.4903371,255000,0.19879820942878723
1683707964.401131,256000,0.15079829096794128
1683707977.6666932,257000,0.082395538687706
1683707988.516121,258000,0.15173055231571198
1683707998.6261833,259000,0.2072320133447647
1683708011.6894429,260000,0.13428688049316406
1683708022.9150343,261000,0.2570466697216034
1683708032.7642965,262000,0.12921546399593353
1683708046.1670058,263000,0.16051971912384033
1683708057.559509,264000,0.1808462142944336
1683708068.4121094,265000,0.28631699085235596
1683708079.9421084,266000,0.18260985612869263
1683708091.99369,267000,0.16446159780025482
1683708103.0576203,268000,0.18803150951862335
1683708116.3833075,269000,0.2272944301366806
1683708127.2913558,270000,0.2565396726131439
1683708139.2497244,271000,0.24669350683689117
1683708148.713813,272000,0.2295466512441635
1683708159.909754,273000,0.2348541021347046
1683708171.3358917,274000,0.20365078747272491
1683708182.5547957,275000,0.182754784822464
1683708195.7833483,276000,0.19345438480377197
1683708205.2679665,277000,0.2617175877094269
1683708216.4947555,278000,0.28870347142219543
1683708227.5101159,279000,0.2531590461730957
1683708239.1233962,280000,0.3004488945007324
1683708252.4263506,281000,0.16824054718017578
1683708262.188703,282000,0.27053147554397583
1683708273.3554206,283000,0.20766538381576538
1683708285.2507913,284000,0.24711225926876068
1683708296.9219496,285000,0.08305669575929642
1683708307.508295,286000,0.28616657853126526
1683708319.053435,287000,0.25511226058006287
1683708331.741757,288000,0.20985515415668488
1683708342.8951406,289000,0.27214929461479187
1683708353.911162,290000,0.25939512252807617
1683708365.1981254,291000,0.2527623474597931
1683708377.8292413,292000,0.3339109420776367
1683708389.0309901,293000,0.2687229812145233
1683708399.3924482,294000,0.3133094012737274
1683708411.0074043,295000,0.303722083568573
1683708423.1732292,296000,0.2984570264816284
1683708434.876431,297000,0.20264820754528046
1683708446.3861816,298000,0.3124823570251465
1683708457.0071523,299000,0.28842219710350037
1683708468.8944793,300000,0.3338473439216614
1683708479.7051466,301000,0.29261308908462524
1683708491.3347893,302000,0.257280558347702
1683708502.9277627,303000,0.3854973316192627
1683708514.042567,304000,0.5441611409187317
1683708524.8523853,305000,1.0233068466186523
1683708539.1449778,306000,2.656142473220825
1683708552.3162253,307000,6.622500419616699
1683708563.2966704,308000,7.9666666984558105
1683708575.6303651,309000,8.092436790466309
1683708586.8532114,310000,8.058333396911621
1683708599.431745,311000,7.983333110809326
1683708612.4451172,312000,8.016529083251953
1683708622.0830224,313000,8.293103218078613
1683708634.9130862,314000,7.693548202514648
1683708646.3806057,315000,7.949999809265137
1683708659.9877698,316000,7.693548202514648
1683714329.2704425,317000,0.5
1683714377.9971383,318000,5.3006134033203125
1683714381.611245,319000,8.705357551574707
1683714384.8814282,320000,8.6875
1683714388.5011957,321000,8.607142448425293
1683714393.1881113,322000,8.575221061706543
1683714409.927498,323000,7.04477596282959
1683714434.5916252,324000,7.539682388305664
1683714442.7032988,325000,8.344827651977539
1683714452.598609,326000,8.34782600402832
1683714461.357464,327000,8.396552085876465
1683714468.5969076,328000,7.71999979019165
1683714488.7958267,329000,6.852941036224365
1683714503.0849965,330000,7.900826454162598
1683714511.8294578,331000,8.084745407104492
1683714523.2432246,332000,8.194914817810059
1683714535.224009,333000,7.772357940673828
1683714545.1973464,334000,7.693548202514648
1683714560.889069,335000,7.72580623626709
1683714572.564775,336000,7.942148685455322
1683714583.4322693,337000,8.193277359008789
1683714595.9557755,338000,7.677419185638428
1683714609.1948721,339000,8.159664154052734
1683714623.371619,340000,7.72580623626709
1683714632.2095976,341000,8.230769157409668
1683714644.3990917,342000,7.892561912536621
1683714656.0629957,343000,8.074999809265137
1683714668.6594095,344000,8.0
1683714684.932847,345000,7.5920000076293945
1683714696.0245156,346000,8.256410598754883
1683714705.2553868,347000,8.213675498962402
1683714715.8724163,348000,7.991735458374023
1683714730.4527547,349000,7.484127044677734
1683714743.4287703,350000,7.795082092285156
1683714756.7434409,351000,7.958333492279053
1683714767.430372,352000,8.058333396911621
1683714778.2084606,353000,8.460869789123535
1683714789.7839575,354000,8.091666221618652
1683714803.758701,355000,7.616000175476074
1683714815.0933783,356000,7.991666793823242
1683714826.866717,357000,8.256410598754883
1683714838.0538614,358000,7.7868852615356445
1683714851.5443647,359000,7.901639461517334
1683714862.6152227,360000,8.016666412353516
1683714874.1549087,361000,7.84297513961792
1683714887.3681114,362000,8.058823585510254
1683714898.0791159,363000,8.224138259887695
1683714910.5803187,364000,7.909836292266846
1683714923.9765952,365000,8.161017417907715
1683714935.5345836,366000,7.8512396812438965
1683714947.4904344,367000,7.933884143829346
1683714958.548309,368000,8.06779670715332
1683714971.6208155,369000,7.901639461517334
1683714983.75767,370000,8.041666984558105
